trade_date,exchange,symbol,n_rows,first_timestamp,last_timestamp,duration_seconds,mean_snapshot_interval_ms,p50_snapshot_interval_ms,p95_snapshot_interval_ms,p99_snapshot_interval_ms,n_duplicate_timestamps,n_duplicate_sequence_numbers,n_non_monotonic_sequence,n_missing_values_by_column,n_crossed_book_rows,n_zero_or_negative_price_rows,n_zero_or_negative_size_rows,spread_mean,spread_p50,spread_p95,depth_top10_mean,depth_top10_p50,depth_top10_p95,file_size_mb
2024-09-25,BINANCE,BTC-USDT,707732,2024-09-25 00:00:00.013999872+00:00,2024-09-25 23:59:59.713999872+00:00,86399.7,122.07985802515363,100.0,200.00025599999998,400.0,0,0,0,{},0,0,0,0.011634805239737034,0.01171875,0.01171875,9.03382396697998,8.674579620361328,14.069134664535522,1894.6153
2024-09-26,BINANCE,BTC-USDT,564642,2024-09-26 00:00:00.013999872+00:00,2024-09-26 23:59:58.914000128+00:00,86398.9,153.01563294244662,100.000256,300.00025600000004,500.0,0,0,0,{},0,0,0,0.012357000261545181,0.01171875,0.01171875,9.628339767456055,9.010919094085693,14.854304552078242,1894.6153
2024-09-30,BINANCE,BTC-USDT,1,2024-09-30 23:59:59.914000128+00:00,2024-09-30 23:59:59.914000128+00:00,0.0,,,,,0,0,0,{},0,0,0,0.01171875,0.01171875,0.01171875,9.087180137634277,9.087180137634277,9.087180137634277,1681.1411
2024-10-01,BINANCE,BTC-USDT,504411,2024-10-01 00:00:00.614000128+00:00,2024-10-01 23:59:59.914000128+00:00,86399.3,171.2878412402609,100.000256,500.0,699.999744,0,0,0,{},0,0,0,0.014630832709372044,0.01171875,0.01171875,10.096495628356934,9.296951293945312,18.185794830322266,1681.1411
2024-10-02,BINANCE,BTC-USDT,646878,2024-10-02 00:00:00.013999872+00:00,2024-10-02 23:59:59.914000128+00:00,86399.9,133.56464984882135,100.000256,300.0,400.000256,0,0,0,{},0,0,0,0.013054619543254375,0.01171875,0.01171875,7.913274765014648,7.472315311431885,12.638618278503419,1681.1411
2024-10-03,BINANCE,BTC-USDT,564527,2024-10-03 00:00:00.013999872+00:00,2024-10-03 23:59:59.914000128+00:00,86399.9,153.048575265366,100.000256,300.00025600000004,400.000256,0,0,0,{},0,0,0,0.012715768069028854,0.01171875,0.01171875,7.701925754547119,7.058548927307129,13.206783962249746,1681.1411
2024-10-04,BINANCE,BTC-USDT,571120,2024-10-04 00:00:00.414000128+00:00,2024-10-04 23:59:59.914000128+00:00,86399.5,151.28108152591668,100.99968,200.00025599999998,300.0,0,0,0,{},0,0,0,0.011657371185719967,0.01171875,0.01171875,8.505546569824219,7.9773054122924805,13.739263725280756,1681.1411
2024-10-05,BINANCE,BTC-USDT,549140,2024-10-05 00:00:00.313999872+00:00,2024-10-05 23:59:59.914000128+00:00,86399.6,157.33648493415328,100.000256,400.000256,600.0,0,0,0,{},0,0,0,0.0107050696387887,0.01171875,0.01171875,8.936177253723145,8.120015144348145,15.6868896484375,1681.1411
2024-10-06,BINANCE,BTC-USDT,576305,2024-10-06 00:00:00.016000+00:00,2024-10-06 23:59:58.914000128+00:00,86398.898,149.9189629086871,100.000256,399.99974399999996,500.0,0,0,0,{},0,0,0,0.010930579155683517,0.01171875,0.01171875,9.639967918395996,8.737100601196289,16.0176170349121,1681.1411
2024-09-27,BINANCE,BTC-USDT,572169,2024-09-27 00:00:00.013999872+00:00,2024-09-27 23:59:59.914000128+00:00,86399.9,151.00442527414327,100.000256,300.00025600000004,599.999744,0,0,0,{},0,0,0,0.011092344298958778,0.0078125,0.015625,9.540050506591797,8.877620697021484,15.322486305236817,1894.6153
